Price,Date,Close
2619,2025-06-03,82.90557861328125
2620,2025-06-04,81.28872680664062
2621,2025-06-05,81.2093734741211
2622,2025-06-06,82.73695373535156
2623,2025-06-09,82.8956527709961
2624,2025-06-10,84.37362670898438
2625,2025-06-11,85.59371185302734
2626,2025-06-12,85.89128112792969
2627,2025-06-13,87.38909912109375
2628,2025-06-16,87.13119506835938
2629,2025-06-17,87.94458770751953
2630,2025-06-18,87.3692626953125
2631,2025-06-20,88.26200103759766
2632,2025-06-23,86.02999877929688
2633,2025-06-24,84.91000366210938
2634,2025-06-25,84.54000091552734
2635,2025-06-26,85.75
2636,2025-06-27,85.30000305175781
2637,2025-06-30,84.80999755859375
2638,2025-07-01,85.45999908447266
2639,2025-07-02,86.93000030517578
2640,2025-07-03,87.02999877929688
2641,2025-07-07,86.19000244140625
2642,2025-07-08,88.51000213623047
2643,2025-07-09,88.05999755859375
2644,2025-07-10,88.7300033569336
2645,2025-07-11,89.12999725341797
2646,2025-07-14,88.1500015258789
2647,2025-07-15,86.87999725341797
2648,2025-07-16,86.12999725341797
2649,2025-07-17,86.66000366210938
2650,2025-07-18,85.95999908447266
2651,2025-07-21,85.06999969482422
2652,2025-07-22,85.47000122070312
2653,2025-07-23,86.80999755859375
2654,2025-07-24,87.43000030517578
2655,2025-07-25,87.0999984741211
2656,2025-07-28,88.08999633789062
2657,2025-07-29,88.94999694824219
2658,2025-07-30,87.68000030517578
2659,2025-07-31,87.20999908447266
2660,2025-08-01,85.58999633789062
2661,2025-08-04,85.4000015258789
2662,2025-08-05,85.51000213623047
2663,2025-08-06,84.72000122070312
2664,2025-08-07,84.38999938964844
2665,2025-08-08,84.93000030517578
2666,2025-08-11,84.25
2667,2025-08-12,84.66000366210938
2668,2025-08-13,85.63999938964844
2669,2025-08-14,85.55999755859375
2670,2025-08-15,85.55999755859375
2671,2025-08-18,85.05000305175781
2672,2025-08-19,85.08000183105469
